settlement-id	settlement-start-date	settlement-end-date	deposit-date	total-amount	currency	transaction-type	order-id	merchant-order-id	adjustment-id	shipment-id	marketplace-name	amount-type	amount-description	amount	fulfillment-id	posted-date	posted-date-time	order-item-code	merchant-order-item-id	merchant-adjustment-item-id	sku	quantity-purchased
13136187012	29.03.2020 12:43:45 UTC	12.04.2020 12:43:44 UTC	14.04.2020 12:43:44 UTC	368.39	GBP																	
13136187012						Order	026-7424865-3303533	026-7424865-3303533		Dgjht6wVF	Amazon.co.uk	ItemPrice	Principal	10.82	AFN	05.04.2020	05.04.2020 21:02:17 UTC	15345517395451			YUUK-SPA8ZN	1
13136187012						Order	026-7424865-3303533	026-7424865-3303533		Dgjht6wVF	Amazon.co.uk	ItemPrice	Tax	2.17	AFN	05.04.2020	05.04.2020 21:02:17 UTC	15345517395451			YUUK-SPA8ZN	1
13136187012						Order	026-7424865-3303533	026-7424865-3303533		Dgjht6wVF	Amazon.co.uk	ItemFees	FBAPerUnitFulfillmentFee	-2.27	AFN	05.04.2020	05.04.2020 21:02:17 UTC	15345517395451			YUUK-SPA8ZN	1
13136187012						Order	026-7424865-3303533	026-7424865-3303533		Dgjht6wVF	Amazon.co.uk	ItemFees	Commission	-1.56	AFN	05.04.2020	05.04.2020 21:02:17 UTC	15345517395451			YUUK-SPA8ZN	1
13136187012						Order	202-7706673-2791518	202-7706673-2791518		DJZPNh4rs	Amazon.co.uk	ItemPrice	Principal	8.32	AFN	01.04.2020	01.04.2020 23:56:40 UTC	49819891066587			YUUK-SPA8ZN	1
13136187012						Order	202-7706673-2791518	202-7706673-2791518		DJZPNh4rs	Amazon.co.uk	ItemPrice	Tax	1.67	AFN	01.04.2020	01.04.2020 23:56:40 UTC	49819891066587			YUUK-SPA8ZN	1
13136187012						Order	202-7706673-2791518	202-7706673-2791518		DJZPNh4rs	Amazon.co.uk	ItemFees	FBAPerUnitFulfillmentFee	-2.27	AFN	01.04.2020	01.04.2020 23:56:40 UTC	49819891066587			YUUK-SPA8ZN	1
13136187012						Order	202-7706673-2791518	202-7706673-2791518		DJZPNh4rs	Amazon.co.uk	ItemFees	Commission	-1.20	AFN	01.04.2020	01.04.2020 23:56:40 UTC	49819891066587			YUUK-SPA8ZN	1
13136187012						Order	206-1263100-4803517	206-1263100-4803517		DchcGwFnL	Amazon.co.uk	ItemPrice	Principal	16.66	AFN	03.04.2020	03.04.2020 19:21:14 UTC	41578074015867			mb018-a1708-coeudc1	1
13136187012						Order	206-1263100-4803517	206-1263100-4803517		DchcGwFnL	Amazon.co.uk	ItemPrice	Tax	3.33	AFN	03.04.2020	03.04.2020 19:21:14 UTC	41578074015867			mb018-a1708-coeudc1	1
13136187012						Order	206-1263100-4803517	206-1263100-4803517		DchcGwFnL	Amazon.co.uk	ItemFees	FBAPerUnitFulfillmentFee	-2.27	AFN	03.04.2020	03.04.2020 19:21:14 UTC	41578074015867			mb018-a1708-coeudc1	1
