settlement-id	settlement-start-date	settlement-end-date	deposit-date	total-amount	currency	transaction-type	order-id	merchant-order-id	adjustment-id	shipment-id	marketplace-name	amount-type	amount-description	amount	fulfillment-id	posted-date	posted-date-time	order-item-code	merchant-order-item-id	merchant-adjustment-item-id	sku	quantity-purchased	promotion-id
12950970732	16.02.2020 12:43:45 UTC	01.03.2020 12:43:45 UTC	03.03.2020 12:43:45 UTC	406.53	GBP																		
12950970732						Order	203-8514751-8097145	203-8514751-8097145		D1C0NjhRF	Amazon.co.uk	ItemPrice	Principal	16.66	AFN	29.02.2020	29.02.2020 01:25:01 UTC	57455299814531			mb017-a1707-coeudc1	1	
12950970732						Order	203-8514751-8097145	203-8514751-8097145		D1C0NjhRF	Amazon.co.uk	ItemPrice	Tax	3.33	AFN	29.02.2020	29.02.2020 01:25:01 UTC	57455299814531			mb017-a1707-coeudc1	1	
12950970732						Order	203-8514751-8097145	203-8514751-8097145		D1C0NjhRF	Amazon.co.uk	ItemFees	FBAPerUnitFulfillmentFee	-2.14	AFN	29.02.2020	29.02.2020 01:25:01 UTC	57455299814531			mb017-a1707-coeudc1	1	
12950970732						Order	203-8514751-8097145	203-8514751-8097145		D1C0NjhRF	Amazon.co.uk	ItemFees	Commission	-2.40	AFN	29.02.2020	29.02.2020 01:25:01 UTC	57455299814531			mb017-a1707-coeudc1	1	
12950970732						Order	026-4310583-3566708	026-4310583-3566708		Dg9xw03f7	Amazon.co.uk	ItemPrice	Principal	16.66	AFN	22.02.2020	22.02.2020 15:57:43 UTC	36217931929811			mb018-a1706-coeudc1	1	
12950970732						Order	026-4310583-3566708	026-4310583-3566708		Dg9xw03f7	Amazon.co.uk	ItemPrice	Tax	3.33	AFN	22.02.2020	22.02.2020 15:57:43 UTC	36217931929811			mb018-a1706-coeudc1	1	
12950970732						Order	026-4310583-3566708	026-4310583-3566708		Dg9xw03f7	Amazon.co.uk	ItemFees	FBAPerUnitFulfillmentFee	-2.14	AFN	22.02.2020	22.02.2020 15:57:43 UTC	36217931929811			mb018-a1706-coeudc1	1	
12950970732						Order	026-4310583-3566708	026-4310583-3566708		Dg9xw03f7	Amazon.co.uk	ItemFees	Commission	-2.40	AFN	22.02.2020	22.02.2020 15:57:43 UTC	36217931929811			mb018-a1706-coeudc1	1	
12950970732						Order	204-2280713-5313105	204-2280713-5313105		DnwTd7Y4M	Amazon.co.uk	ItemPrice	Principal	16.66	AFN	17.02.2020	17.02.2020 19:23:42 UTC	58608684162451			mb018-a2141-coeudc1	1	
12950970732						Order	204-2280713-5313105	204-2280713-5313105		DnwTd7Y4M	Amazon.co.uk	ItemPrice	Tax	3.33	AFN	17.02.2020	17.02.2020 19:23:42 UTC	58608684162451			mb018-a2141-coeudc1	1	
12950970732						Order	204-2280713-5313105	204-2280713-5313105		DnwTd7Y4M	Amazon.co.uk	ItemPrice	Shipping	1.37	AFN	17.02.2020	17.02.2020 19:23:42 UTC	58608684162451			mb018-a2141-coeudc1	1	
12950970732						Order	204-2280713-5313105	204-2280713-5313105		DnwTd7Y4M	Amazon.co.uk	ItemPrice	ShippingTax	0.28	AFN	17.02.2020	17.02.2020 19:23:42 UTC	58608684162451			mb018-a2141-coeudc1	1	
12950970732						Order	204-2280713-5313105	204-2280713-5313105		DnwTd7Y4M	Amazon.co.uk	ItemFees	FBAPerUnitFulfillmentFee	-2.14	AFN	17.02.2020	17.02.2020 19:23:42 UTC	58608684162451			mb018-a2141-coeudc1	1	
12950970732						Order	204-2280713-5313105	204-2280713-5313105		DnwTd7Y4M	Amazon.co.uk	ItemFees	Commission	-2.40	AFN	17.02.2020	17.02.2020 19:23:42 UTC	58608684162451			mb018-a2141-coeudc1	1	
