settlement-id	settlement-start-date	settlement-end-date	deposit-date	total-amount	currency	transaction-type	order-id	merchant-order-id	adjustment-id	shipment-id	marketplace-name	amount-type	amount-description	amount	fulfillment-id	posted-date	posted-date-time	order-item-code	merchant-order-item-id	merchant-adjustment-item-id	sku	quantity-purchased	promotion-id
12893976332	02.02.2020 12:43:45 UTC	16.02.2020 12:43:45 UTC	18.02.2020 12:43:45 UTC	393.64	GBP																		
12893976332						Order	204-0477502-3133900	204-0477502-3133900		DGZx4WkPs	Amazon.co.uk	ItemPrice	Principal	16.66	AFN	11.02.2020	11.02.2020 21:27:53 UTC	35491014493075			mb017-a1706-coeudc1	1	
12893976332						Order	204-0477502-3133900	204-0477502-3133900		DGZx4WkPs	Amazon.co.uk	ItemPrice	Tax	3.33	AFN	11.02.2020	11.02.2020 21:27:53 UTC	35491014493075			mb017-a1706-coeudc1	1	
12893976332						Order	204-0477502-3133900	204-0477502-3133900		DGZx4WkPs	Amazon.co.uk	ItemFees	FBAPerUnitFulfillmentFee	-2.02	AFN	11.02.2020	11.02.2020 21:27:53 UTC	35491014493075			mb017-a1706-coeudc1	1	
12893976332						Order	204-0477502-3133900	204-0477502-3133900		DGZx4WkPs	Amazon.co.uk	ItemFees	Commission	-2.40	AFN	11.02.2020	11.02.2020 21:27:53 UTC	35491014493075			mb017-a1706-coeudc1	1	
12893976332						Order	206-3968597-2004335	206-3968597-2004335		D31xJfj4L	Amazon.co.uk	ItemPrice	Principal	16.66	AFN	12.02.2020	12.02.2020 22:16:53 UTC	68838694565619			mb018-a1932-coeudc1	1	
12893976332						Order	206-3968597-2004335	206-3968597-2004335		D31xJfj4L	Amazon.co.uk	ItemPrice	Tax	3.33	AFN	12.02.2020	12.02.2020 22:16:53 UTC	68838694565619			mb018-a1932-coeudc1	1	
12893976332						Order	206-3968597-2004335	206-3968597-2004335		D31xJfj4L	Amazon.co.uk	ItemFees	FBAPerUnitFulfillmentFee	-2.14	AFN	12.02.2020	12.02.2020 22:16:53 UTC	68838694565619			mb018-a1932-coeudc1	1	
12893976332						Order	206-3968597-2004335	206-3968597-2004335		D31xJfj4L	Amazon.co.uk	ItemFees	Commission	-2.40	AFN	12.02.2020	12.02.2020 22:16:53 UTC	68838694565619			mb018-a1932-coeudc1	1	
12893976332						Order	202-0750289-6059537	202-0750289-6059537		D66YcN3xc	Amazon.co.uk	ItemPrice	Principal	16.66	AFN	06.02.2020	06.02.2020 20:22:52 UTC	68892264365811			mb016-a2141-coeudc1	1	
12893976332						Order	202-0750289-6059537	202-0750289-6059537		D66YcN3xc	Amazon.co.uk	ItemPrice	Tax	3.33	AFN	06.02.2020	06.02.2020 20:22:52 UTC	68892264365811			mb016-a2141-coeudc1	1	
12893976332						Order	202-0750289-6059537	202-0750289-6059537		D66YcN3xc	Amazon.co.uk	ItemFees	FBAPerUnitFulfillmentFee	-2.14	AFN	06.02.2020	06.02.2020 20:22:52 UTC	68892264365811			mb016-a2141-coeudc1	1	
12893976332						Order	202-0750289-6059537	202-0750289-6059537		D66YcN3xc	Amazon.co.uk	ItemFees	Commission	-2.40	AFN	06.02.2020	06.02.2020 20:22:52 UTC	68892264365811			mb016-a2141-coeudc1	1	
